user_id,item_id,cate_id,time_stamp
22,285,123,722
22,286,12,822
22,287,54,822
23,288,52,523
23,289,50,523
23,290,52,523
23,291,62,602
23,292,62,602
23,293,62,602
23,294,62,602
23,295,62,905
23,296,80,1021
23,297,80,1021
24,298,13,523
24,299,124,523
24,300,121,523
24,26,16,523
24,301,13,604
24,302,125,604
24,303,125,604
24,304,126,617
24,305,127,617
24,306,121,617
24,307,126,617
24,308,121,617
24,309,128,813
24,310,128,813
24,311,129,813
24,171,1,1002
24,312,111,1002
24,313,130,1002
24,314,131,1002
24,315,132,1002
24,316,111,1002
24,317,73,1002
24,318,57,1005
24,171,1,1005
24,319,57,1005
25,320,133,521
25,321,113,521
25,322,113,521
25,323,87,521
25,324,87,806
25,325,87,806
25,326,62,806
25,327,86,822
25,328,134,822
25,329,84,822
25,330,86,822
25,331,51,822
25,332,62,822
25,333,55,830
25,334,52,830
25,335,13,830
25,336,52,830
25,337,12,830
25,338,135,909
25,339,136,909
25,340,115,909
25,341,137,909
25,342,138,1004
25,343,28,1004
25,344,139,1004
25,345,33,1004
25,346,28,1004
25,347,28,1007
25,348,1,1007
25,349,140,1007
25,350,141,1007
25,351,50,1015
25,352,59,1111
25,353,142,1111
26,354,143,523
26,355,14,523
26,356,14,523
26,357,144,523
26,358,145,523
26,359,146,523
26,360,50,530
26,361,146,530
26,362,54,530
26,363,19,530
26,364,12,530
26,365,47,530
26,366,147,530
26,367,50,530
26,368,43,809
26,369,148,909
27,370,62,626
27,371,82,626
27,372,85,626
27,373,50,918
27,374,12,918
27,375,55,918
27,376,52,1014
27,377,114,1014
27,378,61,1111
28,379,87,713
28,380,87,713
28,381,149,713
28,382,52,722
28,383,52,722
28,384,150,722
28,385,50,722
28,386,151,725
28,387,151,725
28,388,152,725
28,389,153,808
28,390,153,808
28,391,16,808
28,392,153,808
28,352,59,926
28,393,154,926
28,394,59,926
28,395,155,1017
28,396,50,1017
28,397,12,1017
28,386,151,1030
29,398,80,1017
29,399,78,1017
29,400,78,1017
29,401,34,1017
29,402,33,1017
29,403,136,1028
29,404,69,1028
29,405,156,1028
29,406,157,1030
29,407,158,1030
29,408,158,1030
29,409,12,1104
29,410,50,1104
29,411,12,1104
29,409,12,1111
30,412,50,715
30,413,159,715
30,414,52,715
30,415,160,910
30,416,14,910
30,417,14,910
30,416,14,1004
30,415,160,1004
30,418,123,1004
30,419,59,1006
31,420,161,711
31,421,85,711
31,422,87,711
31,423,103,711
31,424,123,831
31,425,162,831
31,426,123,831
31,427,79,1009
31,428,57,1009
31,429,57,1009
31,430,163,1111
32,431,164,526
32,432,13,526
32,433,164,526
32,434,165,526
32,435,166,526
32,436,57,711
32,250,57,711
32,253,79,711
32,251,57,711
32,252,57,711
32,437,57,712
32,438,57,712
32,439,57,712
32,226,57,712
32,440,57,712
32,441,79,712
32,442,57,715
32,443,57,715
32,444,57,715
32,445,79,715
32,446,57,715
32,254,79,813
32,436,57,813
32,250,57,813
32,251,57,813
32,253,79,813
32,439,57,1018
32,437,57,1018
32,226,57,1018
32,447,79,1018
32,448,79,1018
33,449,164,815
33,450,164,815
33,451,164,815
33,431,164,815
33,452,167,903
33,453,168,903
33,454,169,903
33,455,170,927
33,456,171,927
33,457,132,1111
33,458,172,1111
33,459,34,1111
34,460,173,607
34,461,174,607
34,462,175,607
34,463,176,617
34,464,161,617
34,465,176,617
34,466,96,1022
34,467,96,1022
35,409,12,923
35,468,54,923
35,469,12,923
35,470,12,923
35,471,59,923
35,472,177,927
35,473,50,927
35,474,51,927
35,475,8,927
35,476,12,927
35,477,100,1013
35,478,178,1111
36,479,15,520
36,480,14,520
36,481,15,520
36,482,179,520
36,483,180,605
36,484,51,605
36,485,80,605
36,486,79,811
36,487,79,811
36,488,118,811
36,489,57,811
36,490,1,811
36,487,79,812
36,489,57,812
36,486,79,812
36,491,1,812
36,492,79,813
36,486,79,813
36,487,79,813
36,489,57,813
36,490,1,813
37,493,87,1003
37,494,135,1003
37,495,181,1003
37,496,70,1017
37,497,182,1017
37,498,70,1017
37,499,183,1101
37,500,184,1101
37,501,183,1101
37,502,185,1111
37,503,32,1111
37,504,186,1111
37,261,113,1111
37,505,34,1111
37,506,73,1111
38,507,85,516
38,508,187,516
38,509,7,516
38,510,85,1022
38,511,148,1022
38,512,148,1022
39,513,188,605
39,514,79,605
39,515,57,605
39,251,57,815
39,253,79,815
39,250,57,815
39,436,57,815
39,254,79,815
39,516,57,929
39,517,79,929
39,518,57,929
39,152,57,929
40,519,62,627
40,520,189,627
40,521,99,627
40,522,190,627
40,523,13,903
40,264,50,903
40,524,13,903
40,525,43,1008
41,526,100,528
41,527,85,528
41,528,83,528
41,529,191,528
41,530,192,605
41,531,51,605
41,76,13,605
41,532,87,630
41,533,62,1111
42,534,184,831
42,535,33,831
42,536,33,831
42,537,84,831
42,538,32,831
42,539,148,903
42,540,113,903
42,541,87,903
42,542,63,913
42,543,57,913
42,544,192,913
42,545,63,913
42,546,80,913
42,547,193,913
42,548,184,915
43,549,28,1018
43,550,194,1018
43,551,181,1018
43,552,128,1027
43,553,57,1027
43,554,28,1027
43,555,28,1027
43,552,128,1029
43,27,17,1111
43,556,14,1111
43,557,195,1111
43,558,196,1111
43,559,15,1111
43,560,19,1111
44,561,12,511
44,562,12,511
44,563,12,511
44,564,47,529
44,565,146,529
44,566,47,529
44,567,47,529
44,568,47,529
44,569,12,724
44,570,47,724
44,571,146,724
44,572,47,724
44,573,60,724
44,574,177,829
44,575,12,829
44,576,12,829
44,577,177,829
44,578,47,829
44,579,146,1111
45,580,1,826
45,581,1,826
45,582,1,826
45,583,1,826
45,584,136,828
45,585,94,828
45,586,94,828
45,587,136,828
46,588,197,515
46,589,62,515
46,590,13,515
46,591,13,515
46,592,118,515
46,593,87,627
46,594,87,627
46,595,113,627
46,596,198,830
46,597,177,830
46,598,50,830
47,599,78,531
47,600,32,531
47,601,184,531
47,600,32,805
47,601,184,805
47,602,73,805
47,603,73,805
47,603,73,1023
47,602,73,1023
47,601,184,1023
47,604,199,1111
48,605,200,522
48,606,201,522
48,607,202,522
48,608,203,522
48,609,204,522
48,610,14,522
48,611,173,526
48,612,19,526
48,613,47,526
48,614,123,703
48,615,14,703
48,616,14,703
48,617,14,703
48,618,96,716
48,619,55,716
48,620,12,716
48,621,12,716
48,622,54,829
48,623,13,829
48,624,47,829
48,625,205,909
48,626,168,909
48,117,51,909
49,627,206,526
49,628,207,526
49,629,206,526
49,630,12,617
49,631,12,617
49,632,54,617
49,633,19,618
49,634,59,618
49,635,208,618
49,636,209,618
49,637,12,618
49,638,209,618
49,639,210,620
49,640,211,620
49,641,92,620
49,642,212,620
49,643,213,630
49,644,214,630
49,645,215,630
49,646,215,630
49,647,216,630
49,648,217,630
49,649,215,630
49,650,218,630
49,651,219,630
49,652,1,1111
49,653,177,1111
49,654,1,1111
50,655,197,621
50,565,146,621
50,656,47,621
50,657,16,724
50,658,52,724
50,90,52,724
50,659,45,724
50,660,50,724
50,661,16,724
50,662,47,925
50,663,47,925
50,664,19,925
50,665,114,925
50,666,19,925
51,468,54,902
51,667,12,902
51,668,12,902
51,669,59,902
51,670,47,902
51,671,177,928
51,672,177,928
51,673,177,928
52,674,51,513
52,675,51,513
52,676,51,513
52,677,197,823
52,678,50,823
52,679,50,823
52,680,52,823
52,681,56,909
52,7,7,909
53,682,19,816
53,683,54,816
53,684,15,816
53,685,213,816
53,686,14,816
53,687,184,827
53,688,16,827
53,689,54,827
53,690,42,910
53,691,97,910
53,692,92,910
53,693,91,911
53,694,220,911
53,695,16,911
53,696,14,911
53,697,46,1025
53,698,15,1025
53,699,91,1025
53,700,14,1025
53,701,208,1025
53,702,97,1025
53,703,221,1111
54,704,85,604
54,705,113,604
54,706,87,604
54,707,87,604
54,708,177,925
54,709,13,925
54,495,181,925
54,710,13,1018
54,144,8,1018
54,711,222,1111
55,712,7,525
55,713,7,525
55,714,223,525
55,715,7,525
55,716,7,820
55,717,79,820
55,718,7,820
55,716,7,821
55,718,7,821
56,719,224,512
56,720,224,512
56,721,205,512
56,722,179,512
56,719,224,622
56,720,224,622
56,723,127,622
56,724,52,912
56,725,55,912
56,94,50,912
56,726,225,1111
57,727,50,601
57,728,52,601
57,729,52,601
57,730,146,601
57,731,35,907
57,53,37,907
57,732,41,907
57,733,226,907
57,734,227,1015
57,732,41,1015
57,735,37,1015
57,736,190,1111
57,737,177,1111
57,231,50,1111
57,725,55,1111
58,738,130,618
58,739,228,618
58,740,176,618
58,741,51,623
58,742,51,623
58,743,51,623
58,744,229,819
58,745,1,819
58,746,28,819
58,747,51,819
58,748,136,819
58,749,230,914
58,750,94,1111
59,751,50,514
59,752,13,514
59,753,231,514
59,754,72,822
59,755,33,822
59,756,80,822
59,757,120,822
59,758,57,1009
59,759,57,1009
59,760,57,1009
60,761,52,523
60,762,50,523
60,763,13,523
60,764,52,523
60,765,52,523
60,766,50,605
60,767,146,605
60,768,50,605
60,769,50,824
60,770,52,824
60,771,50,824
60,772,182,909
60,773,104,909
60,774,87,909
61,775,195,724
61,26,16,724
61,776,45,724
61,776,45,814
61,777,213,814
61,26,16,814
61,778,161,814
61,28,18,814
61,698,15,814
61,779,232,919
61,780,225,919
61,781,233,919
61,782,12,1111
62,783,60,711
62,784,234,711
62,785,115,711
62,786,45,1027
62,787,45,1027
62,788,45,1027
62,789,45,1027
62,790,13,1102
62,726,225,1102
62,791,13,1102
62,792,221,1102
62,793,48,1102
62,794,54,1111
62,790,13,1111
62,795,12,1111
62,796,12,1111
62,99,55,1111
62,797,13,1111
63,798,54,512
63,799,54,512
63,800,54,512
63,801,103,618
63,802,187,618
63,803,100,618
63,804,235,704
63,805,235,704
63,806,92,704
63,807,235,704
63,808,16,704
64,809,236,520
64,810,236,520
64,811,237,520
64,812,237,520
64,813,237,630
64,811,237,630
64,814,238,630
64,815,238,630
64,816,239,630
64,817,237,630
64,818,240,630
64,819,239,630
64,820,127,705
64,821,224,705
64,822,40,705
64,823,127,705
64,807,235,705
64,824,237,727
64,825,237,727
64,826,237,727
64,827,73,1111
64,828,102,1111
64,829,78,1111
64,830,72,1111
64,831,241,1111
64,832,56,1111
65,833,130,621
65,834,94,621
65,835,28,621
65,836,77,927
65,119,33,927
65,837,77,927
65,838,130,1010
65,839,242,1010
65,840,243,1010
65,841,244,1011
65,842,29,1011
65,843,245,1011
65,498,70,1011
65,844,69,1011
65,845,63,1014
65,846,246,1014
65,836,77,1111
65,124,33,1111
65,329,84,1111
66,847,247,718
66,848,161,718
66,849,35,718
66,850,248,929
66,851,249,929
66,852,249,929
66,26,16,1012
66,847,247,1012
66,848,161,1012
66,169,1,1017
66,201,1,1017
66,203,1,1017
66,853,1,1017
67,854,250,617
67,855,221,617
67,856,173,617
67,857,87,806
67,595,113,806
67,858,251,806
68,859,103,523
68,860,173,523
68,861,252,523
68,862,173,523
68,863,146,702
68,864,47,702
68,865,13,702
68,866,233,702
68,867,47,909
68,868,54,909
68,869,50,909
68,870,221,1111
69,257,111,719
69,256,111,719
69,255,111,719
69,871,12,816
69,872,209,816
69,873,12,816
69,874,253,831
69,875,254,831
69,876,254,831
69,877,254,831
69,878,248,831
70,879,255,829
70,880,256,829
70,881,10,829
70,882,23,829
70,883,257,909
70,879,255,909
70,36,24,909
71,884,90,522
71,885,51,522
71,886,258,522
71,887,90,522
71,888,80,1010
71,889,88,1010
71,172,88,1010
71,890,47,1025
71,891,68,1111
72,892,238,531
72,893,238,531
72,894,238,531
72,895,238,724
72,896,240,724
72,894,238,724
72,897,57,902
72,898,57,902
72,899,57,902
72,900,57,902
72,892,238,904
72,895,238,904
72,901,238,904
72,902,50,1111
73,903,259,513
73,904,260,513
73,905,121,513
73,906,99,707
73,907,16,707
73,908,215,707
73,909,261,707
73,910,200,707
73,687,184,707
73,911,14,722
73,912,247,722
73,913,15,722
73,914,215,729
73,915,262,729
73,916,263,729
73,917,15,729
73,918,20,730
73,919,209,730
73,920,215,730
73,921,15,831
73,915,262,831
73,917,15,831
73,922,92,831
73,923,227,1008
73,924,264,1111
73,925,265,1111
74,926,237,618
74,927,237,618
74,824,237,618
74,825,237,618
74,928,240,711
74,929,238,711
74,814,238,711
74,930,238,711
74,931,237,711
74,932,237,908
74,817,237,908
74,927,237,908
74,933,237,908
74,934,10,908
74,935,237,908
74,824,237,908
74,927,237,1006
74,825,237,1006
74,935,237,1006
74,936,9,1014
74,937,12,1014
74,938,21,1014
74,939,266,1014
74,25,15,1022
74,940,15,1022
74,941,22,1111
74,942,50,1111
75,943,94,517
75,821,224,517
75,944,267,517
75,945,267,517
75,946,268,517
75,947,268,517
75,823,127,517
75,946,268,520
75,947,268,520
75,943,94,520
75,948,15,609
75,949,14,609
75,950,28,1023
76,951,87,809
76,952,87,809
76,953,100,809
76,954,229,809
76,955,100,809
76,956,62,809
76,957,13,828
76,958,114,828
76,959,52,828
76,960,86,1019
76,961,113,1019
76,962,85,1111
77,963,62,629
77,964,62,629
77,965,101,629
77,966,62,629
77,967,101,629
77,968,57,725
77,969,79,725
77,970,89,725
77,971,79,725
77,339,136,1111
78,972,1,811
78,973,269,811
78,490,1,811
78,974,1,1020
78,972,1,1020
78,191,1,1020
78,975,82,1030
78,976,72,1030
78,977,78,1030
78,978,81,1102
78,979,81,1102
78,980,81,1102
79,981,270,702
79,982,122,702
79,983,270,702
79,814,238,902
79,815,238,902
79,224,98,902
79,984,238,902
79,824,237,916
79,930,238,916
79,809,236,916
79,985,240,916
79,986,237,1010
79,987,237,1010
79,988,271,1010
79,989,237,1010
79,990,272,1010
79,991,271,1010
79,992,271,1010
79,993,237,1010
79,994,57,1021
80,995,187,522
80,996,7,522
80,997,7,522
80,998,55,528
80,999,162,528
80,1000,162,528
80,1001,146,617
80,1002,52,617
80,1003,50,617
80,1004,52,617
80,1005,273,726
80,1006,273,726
80,1007,125,726
80,1008,13,817
80,1009,13,817
80,1010,13,817
80,1011,103,819
80,1012,56,1111
80,1013,12,1111
80,1014,234,1111
81,256,111,718
81,257,111,718
81,255,111,718
81,212,95,726
81,214,95,726
81,213,95,726
81,1015,274,728
81,1016,28,728
81,1017,32,728
81,1018,130,823
81,1019,130,823
81,1020,275,823
81,1021,130,823
81,1022,276,825
81,1023,130,825
81,1024,83,825
81,1025,130,825
81,1026,130,825
81,1027,276,825
81,255,111,827
81,256,111,827
81,1028,111,827
81,257,111,827
81,1029,277,831
81,1030,277,831
82,257,111,725
82,255,111,725
82,256,111,725
82,1031,278,806
82,1032,118,806
82,1033,279,806
82,1034,280,806
82,1035,32,807
82,1036,234,807
82,1037,72,807
82,1038,80,807
82,1017,32,826
82,1039,78,826
82,1040,73,826
82,1041,274,826
82,877,254,831
82,874,253,831
82,875,254,831
82,876,254,831
82,878,248,831
82,1042,28,1111
83,1043,7,518
83,1044,12,518
83,1045,173,518
83,1046,281,531
83,1047,282,531
83,1048,123,531
83,1049,46,531
83,415,160,624
83,1050,196,624
83,1051,99,624
83,1052,28,1111
83,1053,28,1111
84,1054,85,806
84,1055,62,806
84,1056,234,806
84,1057,62,924
84,1058,62,924
84,421,85,924
85,1059,1,1014
85,203,1,1014
85,1060,1,1014
85,204,1,1019
85,1061,1,1019
85,190,1,1019
85,972,1,1028
85,1060,1,1028
85,1062,1,1028
85,1059,1,1030
85,972,1,1030
85,1063,283,1111
85,1064,284,1111
86,1065,82,704
86,1066,51,704
86,1067,51,704
86,487,79,727
86,489,57,727
86,486,79,727
86,250,57,813
86,253,79,813
86,251,57,813
86,436,57,813
86,254,79,813
86,1068,28,903
86,1069,28,903
87,1070,197,901
87,1071,12,901
87,1072,13,901
87,1073,47,925
87,1074,113,925
87,1075,197,925
87,1076,225,925
87,1077,54,925
87,726,225,1017
87,793,48,1017
87,1078,250,1017
88,1079,16,628
88,1080,16,628
88,1081,16,628
88,1082,16,628
88,1080,16,719
88,1081,16,719
88,1082,16,719
88,1083,162,824
88,1084,162,824
88,1085,162,824
88,1079,16,1021
88,1080,16,1021
88,1086,93,1111
88,1087,138,1111
89,1088,285,528
89,1089,285,528
89,1090,254,528
89,1091,86,626
89,1092,84,626
89,1093,118,626
89,1094,60,626
89,1095,115,726
89,1096,286,726
89,1097,105,726
89,1098,60,731
89,1099,146,731
89,1100,12,731
89,1101,13,731
89,1102,50,731
89,1103,197,731
89,339,136,909
89,1104,81,909
89,1105,113,909
89,1106,229,909
89,1107,28,909
89,1108,234,909
89,1109,234,909
89,1110,234,909
89,626,168,909
89,375,55,916
89,1111,287,1111
89,1112,182,1111
90,1113,119,624
90,506,73,624
90,1114,78,624
90,1115,32,624
90,1116,33,624
90,1117,73,624
90,1118,110,716
90,1119,208,716
90,1120,161,716
90,1121,15,716
90,1122,15,716
90,1123,281,716
90,1124,288,909
90,5,5,909
90,1125,80,909
90,1126,78,909
91,486,79,622
91,489,57,622
91,1127,57,622
91,226,57,704
91,437,57,704
91,448,79,704
91,438,57,704
91,439,57,704
91,226,57,723
91,439,57,723
91,437,57,723
91,438,57,723
91,448,79,723
91,253,79,813
91,436,57,813
91,251,57,813
91,254,79,813
91,250,57,813
92,1128,94,630
92,1129,60,630
92,1130,13,630
92,1131,60,630
92,1132,94,630
92,871,12,816
92,873,12,816
92,872,209,816
92,972,1,817
92,1133,130,817
92,1018,130,817
92,1134,241,822
92,1026,130,822
92,1135,241,822
92,1025,130,825
92,1136,73,825
92,1023,130,825
92,1137,28,825
92,1026,130,825
92,1138,73,831
92,1139,148,831
92,1030,277,831
92,1029,277,831
92,1140,82,904
93,1141,50,626
93,1142,63,626
93,1143,286,626
93,1144,63,626
93,1145,234,803
93,1146,146,803
93,1147,52,803
93,1148,63,1111
93,1149,87,1111
94,1150,12,617
94,1151,12,617
94,1152,197,617
94,1153,197,617
94,1154,12,617
94,1155,12,617
94,1156,146,617
94,1157,289,620
94,1158,5,620
94,1159,290,620
94,1160,189,1111
95,1161,51,525
95,1162,268,525
95,1163,135,525
95,1164,125,617
95,1165,102,617
95,1166,45,617
95,1167,161,617
95,1168,291,617
95,1169,292,828
95,1170,27,828
95,1171,229,828
95,1172,136,828
95,1173,118,909
95,1174,118,909
95,1106,229,909
96,1175,60,524
96,1176,60,524
96,1177,60,524
96,1178,55,912
96,1179,55,912
96,1180,61,912
96,1181,55,912
96,1182,52,1025
96,1183,50,1025
97,1184,148,806
97,1185,51,806
97,1186,57,806
97,1187,293,817
97,86,57,817
97,1188,85,817
97,1189,63,1017
97,1190,63,1017
97,1191,85,1017
98,1192,268,529
98,1193,82,529
98,1194,51,529
98,1195,135,621
98,1196,146,621
98,1197,13,621
98,1198,83,626
98,1199,84,1111
99,1200,52,726
99,1201,13,726
99,1202,50,726
99,1203,13,726
99,1204,50,726
99,1205,53,808
99,1206,52,808
99,1207,52,808
100,1208,80,518
100,1209,33,518
100,1210,80,518
100,1211,73,627
100,1212,73,627
100,1213,294,627
100,1214,184,707
100,1215,274,707
100,1216,184,707
100,1217,184,707
100,244,107,709
100,245,108,709
100,246,109,709
100,1218,184,715
100,1219,189,715
100,1220,184,715
100,1221,32,715
100,1222,80,715
100,1223,189,715
100,1224,192,819
100,1225,80,819
100,1226,130,819
100,1227,73,819
100,1228,73,819
100,1229,80,819
100,1230,295,910
100,1231,34,910
100,1232,33,910
100,1233,296,910
100,1234,185,910
100,1235,295,910
101,1236,60,520
101,1237,60,520
101,1238,13,520
101,1239,47,520
101,1240,252,705
101,1241,7,705
101,1242,47,705
101,1243,13,912
101,1244,13,912
101,1245,12,1111
101,132,12,1111
102,1246,232,715
102,1247,99,715
102,1248,144,715
102,1249,73,917
102,1250,73,917
102,1251,73,917
102,1252,294,917
102,1253,73,917
102,250,57,1020
102,1254,79,1020
102,445,79,1020
102,1255,14,1111
103,1256,94,528
103,1257,115,528
103,1258,83,528
103,1259,47,528
103,1260,28,528
103,1261,47,528
103,1262,94,528
103,1263,47,528
103,1264,63,602
103,1265,63,602
103,1266,297,602
103,1267,297,831
103,1268,12,831
103,1269,197,831
103,1270,12,1002
103,1271,12,1002
103,1272,12,1002
103,1273,225,1111
104,1274,216,608
104,1275,160,608
104,1276,196,608
104,1277,225,620
104,1278,225,620
104,1279,7,620
104,1280,238,722
104,1281,103,722
104,893,238,722
104,1282,265,722
104,901,238,722
104,1283,238,722
104,1010,13,822
104,1009,13,822
104,1008,13,822
104,1284,298,905
104,1285,13,905
104,1009,13,905
104,1286,13,905
104,1287,13,905
104,1288,62,911
104,1289,264,911
104,1174,118,911
104,1290,62,911
104,1173,118,911
104,901,238,915
104,892,238,915
104,1291,181,915
104,893,238,915
104,1292,182,1017
104,1293,129,1017
104,1294,28,1017
104,1295,33,1111
105,1296,57,813
105,1297,57,813
105,1298,57,813
105,1299,79,1006
105,1300,187,1006
105,1301,79,1006
105,1302,63,1008
105,1303,63,1008
105,1304,299,1111
106,1305,94,903
106,1306,234,903
106,1307,94,903
106,1308,83,903
106,1309,229,903
106,1310,94,903
106,1311,85,918
106,1312,85,918
106,1313,13,918
106,1314,85,918
106,1315,234,1024
107,364,12,527
107,1316,47,527
107,1153,197,527
107,1316,47,601
107,1317,12,601
107,1318,47,601
107,1153,197,617
107,363,19,617
107,1319,50,617
107,1320,235,925
107,1321,179,925
107,1270,12,1111
107,1322,59,1111
108,1323,183,705
108,1324,130,705
108,1325,130,705
108,1326,276,705
108,1327,130,705
108,226,57,818
108,448,79,818
108,439,57,818
108,447,79,818
108,438,57,818
109,1328,206,914
109,1329,300,914
109,629,206,914
109,1330,155,925
109,1331,301,925
109,1332,260,925
109,1333,179,925
109,1334,302,925
109,1335,260,925
109,1336,215,925
109,920,215,925
109,1337,47,1111
110,1338,79,519
110,1339,12,519
110,274,118,519
110,1340,118,519
110,1341,79,519
110,1342,28,731
110,1343,82,731
110,1344,51,731
110,1345,275,1030
110,1346,72,1111
111,1347,33,704
111,1348,78,704
111,1349,77,704
111,1350,118,819
111,1351,85,819
111,1352,80,819
111,207,32,903
111,827,73,903
111,1348,78,903
111,1353,78,918
111,1354,132,918
112,1355,114,925
112,1356,54,925
112,69,12,925
112,1357,1,926
112,1358,1,926
112,1359,1,926
112,1360,303,926
112,1361,304,1028
112,1362,10,1028
112,1363,16,1028
112,1364,157,1028
112,1365,50,1030
112,1366,50,1030
112,1367,92,1111
113,1368,103,608
113,1369,305,608
113,1370,135,608
113,1371,305,608
113,1372,113,628
113,1373,85,628
113,1374,229,628
113,1375,33,712
113,1376,33,712
113,1377,77,712
113,1378,71,910
113,1379,273,910
113,1380,114,910
113,1381,1,1021
114,1382,306,722
114,1383,103,722
114,1384,234,722
